"","X.1","X","Gender","County","Ethnicity","college","Stu_Department","ResidenceHall","Stu_DivisionCode","Stu_MajorDesc","UniPriorhours","UWFpriorhours","averageGPA1stFall","rankGPA1stFall","Stu_GPAGradePoints","GPA1stFall"
"945",945,945,"Male","Non-Florida","White","Arts, Social Sciences and Humanities","Anthropology","Argo Hall","L","Maritime Studies",6,0,"Above2.7","above2.3",42.9,3.575
"946",946,946,"Male","Escambia","White","Business","Accounting & Finance","Pace Hall","L","Professional Accountancy",15,0,"Above2.7","above2.3",37.2,3.1
"947",947,947,"Female","Columbia","Two or More","Arts, Social Sciences and Humanities","Government","Martin Hall","L","Political Science Pre-Law",1,0,"Below2.7","Under1.0",1.7,0.121428571428571
"948",948,948,"Male","Broward","Two or More","Health","Movement Sciences and Health","Heritage Hall","L","Exercise Science",6,6,"Above2.7","above2.3",43.2,3.32307692307692
"949",949,949,"Male","Santa Rosa","Not Reported","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Pre-Computer Engineering",0,0,"Above2.7","above2.3",45.9,3.06
"950",950,950,"Female","Santa Rosa","White","Arts, Social Sciences and Humanities","Communication","Commuter","L","Communication",34,28,"Below2.7","above2.3",30,2.5
"951",951,951,"Male","Seminole","White","Business","Management & MIS","Martin Hall","L","General Business",0,0,"Above2.7","above2.3",47.7,2.98125
"952",952,952,"Male","Non-Florida","White","Arts, Social Sciences and Humanities","Theatre","Pace Hall","L","Musical Theatre",3,0,"Above2.7","above2.3",41.1,2.74
"953",953,953,"Female","Escambia","African American","Education and Professional Studies","Administration and Law","Commuter","L","Construction Management",0,0,"Above2.7","above2.3",38.1,3.175
"954",954,954,"Male","Santa Rosa","Two or More","Science and Engineering","Mechanical Engineering","Commuter","L","Mechanical Engineering",41,0,"Below2.7","above2.3",34.9,2.68461538461538
"955",955,955,"Female","Okaloosa","White","Health","Nursing","Commuter","L","Pre-BSN",15,0,"Above2.7","above2.3",48,3.69230769230769
"956",956,956,"Female","Leon","African American","Health","Psychology","Argo Hall","L","Psychology",6,0,"Above2.7","above2.3",38.1,3.175
"957",957,957,"Male","Osceola","African American","Arts, Social Sciences and Humanities","Art","Martin Hall","L","Graphic Design",54,0,"Above2.7","above2.3",49.9,3.83846153846154
"958",958,958,"Female","Santa Rosa","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",0,0,"Below2.7","under2.3",18.1,2.2625
"959",959,959,"Female","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",37,0,"Below2.7","above2.3",31.8,2.65
"960",960,960,"Female","Flagler","White","Health","Nursing","Martin Hall","L","Pre-BSN",9,0,"Below2.7","under1.5",18,1.38461538461538
"961",961,961,"Male","Escambia","Two or More","Science and Engineering","Computer Science","Martin Hall","L","Software Engineering",3,0,"Below2.7","Under1.0",0,0
"962",962,962,"Male","Okaloosa","White","Science and Engineering","Computer Science","Presidents Hall","L","Computer Science",0,0,"Below2.7","above2.3",34.8,2.67692307692308
"963",963,963,"Male","Santa Rosa","White","Science and Engineering","Biology","Commuter","L","Biology",40,0,"Below2.7","Under1.0",0,0
"964",964,964,"Female","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",12,0,"Above2.7","above2.3",34.8,2.9
"965",965,965,"Male","Santa Rosa","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Electrical Engineering",43,0,"Above2.7","above2.3",45,3.21428571428571
"966",966,966,"Female","Palm Beach","White","Business","Accounting & Finance","Southside building 35","L","Finance",16,6,"Below2.7","above2.3",30.9,2.575
"967",967,967,"Male","Duval","African American","Science and Engineering","Computer Science","Presidents Hall","L","Software Engineering",0,0,"Above2.7","above2.3",43.8,3.36923076923077
"968",968,968,"Male","Santa Rosa","White","No College Designated","Undeclared","Pace Hall","L","Undecided",32,0,"Above2.7","above2.3",48.1,3.20666666666667
"969",969,969,"Male","Escambia","White","Arts, Social Sciences and Humanities","Music","Commuter","L","Music Performance",15,0,"Above2.7","above2.3",61,3.8125
"970",970,970,"Female","Escambia","Asian","Health","Medical Lab Sciences","Commuter","L","Clinical Lab Sciences--PENDING",6,0,"Above2.7","above2.3",50.9,3.63571428571429
"971",971,971,"Female","Okaloosa","African American","Health","Nursing","Commuter","L","Pre-BSN",6,0,"Above2.7","above2.3",43.1,3.31538461538462
"972",972,972,"Male","Santa Rosa","White","No College Designated","Undeclared","Commuter","L","Undecided",20,0,"Above2.7","above2.3",56.4,3.76
"973",973,973,"Female","Non-USA","Non-Resident Alien","Science and Engineering","Information Technology","Commuter","L","Information Technology",0,0,"Above2.7","above2.3",52,4
"974",974,974,"Male","Santa Rosa","White","No College Designated","Undeclared","Commuter","L","Undecided",0,0,"Below2.7","under2.0",15.9,1.76666666666667
"975",975,975,"Female","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",0,0,"Above2.7","above2.3",56.1,3.74
"976",976,976,"Female","Bay","Two or More","Health","Nursing","Argo Hall","L","Pre-BSN",30,0,"Above2.7","above2.3",38.9,2.99230769230769
"977",977,977,"Male","Hillsborough","African American","Business","Accounting & Finance","Pace Hall","L","Finance",0,0,"Below2.7","Under1.0",0,0
"978",978,978,"Female","Manatee","White","Health","Nursing","Argo Hall","L","Pre-BSN",9,0,"Above2.7","above2.3",51.4,3.42666666666667
"979",979,979,"Male","Santa Rosa","Two or More","Arts, Social Sciences and Humanities","Communication","Commuter","L","Communication",0,0,"Below2.7","above2.3",33,2.53846153846154
"980",980,980,"Female","Santa Rosa","African American","No College Designated","Undeclared","Commuter","L","Undecided",31,0,"Above2.7","above2.3",39,3
"981",981,981,"Male","Escambia","African American","No College Designated","Undeclared","Commuter","L","Undecided",0,0,"Below2.7","under2.0",29.4,1.96
"982",982,982,"Male","Orange","White","Science and Engineering","Chemistry","Commuter","L","Chemistry",37,7,"Above2.7","above2.3",56,4
"983",983,983,"Male","Okaloosa","White","Arts, Social Sciences and Humanities","Art and Design","Martin Hall","U","Fine Arts--PENDING",70,0,"Above2.7","above2.3",35.8,2.75384615384615
"984",984,984,"Female","Escambia","African American","Health","Health Sciences & Admin","Heritage Hall","L","Pre-Pharmacy",6,0,"Below2.7","Under1.0",8.7,0.966666666666667
"985",985,985,"Male","Non-Florida","White","Science and Engineering","Electrical & Computer Engineer","Heritage Hall","L","Mechanical Engineering",27,0,"Above2.7","above2.3",35.8,2.98333333333333
"986",986,986,"Female","Duval","African American","Science and Engineering","Biology","Martin Hall","L","Preprofessional Biology",0,0,"Above2.7","above2.3",39.2,2.8
"987",987,987,"Female","Okaloosa","White","Health","Nursing","Commuter","L","Pre-BSN",0,0,"Above2.7","above2.3",44,2.93333333333333
"988",988,988,"Female","Non-Florida","White","Science and Engineering","Biology","Commuter","L","Biology",0,0,"Below2.7","under2.3",22.4,2.24
"989",989,989,"Male","Santa Rosa","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Pace Hall","L","Elementary Education--PENDING",7,0,"Above2.7","above2.3",47.1,3.925
"990",990,990,"Female","Dade","Hispanic","Education and Professional Studies","Criminal Justice","Martin Hall","L","Criminal Justice",0,0,"Below2.7","above2.3",33,2.53846153846154
"991",991,991,"Female","Non-Florida","White","Business","Marketing & Economics","Heritage Hall","L","Comprehensive Marketing",0,0,"Above2.7","above2.3",39.1,3.00769230769231
"992",992,992,"Male","Okaloosa","White","Science and Engineering","Mechanical Engineering","Commuter","L","Mechanical Engineering",15,0,"Above2.7","above2.3",52.1,3.72142857142857
"993",993,993,"Male","Broward","Hispanic","Science and Engineering","Computer Science","Presidents Hall","L","Cybersecurity",3,0,"Below2.7","above2.3",33.2,2.55384615384615
"994",994,994,"Female","Escambia","Asian","Health","Nursing","Commuter","L","Pre-BSN",12,0,"Above2.7","above2.3",52,4
"995",995,995,"Male","Escambia","Asian","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Electrical Engineering",32,0,"Below2.7","above2.3",36.7,2.44666666666667
"996",996,996,"Male","Osceola","Hispanic","Health","Movement Sciences and Health","Martin Hall","L","Exercise Science",7,7,"Below2.7","above2.3",32.2,2.3
"997",997,997,"Female","Hillsborough","Hispanic","Science and Engineering","Biology","Pace Hall","L","Preprofessional Biology",45,0,"Above2.7","above2.3",53,3.78571428571429
"998",998,998,"Female","Santa Rosa","White","Health","Psychology","Commuter","L","Psychology B.S.",0,0,"Above2.7","above2.3",23.1,3.3
"999",999,999,"Male","Hillsborough","White","Science and Engineering","Biology","Heritage Hall","L","Biology",0,0,"Below2.7","above2.3",36.2,2.58571428571429
"1000",1000,1000,"Female","St. Johns","White","Science and Engineering","Biology","Argo Hall","L","Marine Biology",0,0,"Below2.7","Under1.0",0,0
"1001",1001,1001,"Male","Non-Florida","White","Education and Professional Studies","Instrctnl, Wrkfrce & Appl Tech","Commuter","L","Building Construction",6,0,"Below2.7","Under1.0",6,0.6
"1002",1002,1002,"Male","Okaloosa","Hispanic","Health","Nursing","Commuter","L","Pre-BSN",0,0,"Above2.7","above2.3",35.7,2.74615384615385
"1003",1003,1003,"Female","Okaloosa","White","Business","Management & MIS","Heritage Hall","L","General Business",0,0,"Above2.7","above2.3",55.9,3.49375
"1004",1004,1004,"Male","Escambia","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Electrical Engineering",10,0,"Above2.7","above2.3",60,4
"1005",1005,1005,"Female","Walton","White","Health","Psychology","Argo Hall","L","Psychology",0,0,"Above2.7","above2.3",36,3
"1006",1006,1006,"Male","Bay","Two or More","Science and Engineering","Earth & Environmental Sciences","Martin Hall","L","Environmental Management",31,0,"Below2.7","under2.0",19.8,1.8
"1007",1007,1007,"Male","Okaloosa","American Indian/Alaskan Native","Science and Engineering","Electrical & Computer Engineer","Martin Hall","L","Pre-Computer Engineering",62,0,"Below2.7","under1.5",15.1,1.25833333333333
"1008",1008,1008,"Female","Escambia","White","Business","Management & MIS","Commuter","L","General Business",0,0,"Below2.7","above2.3",33.3,2.56153846153846
"1009",1009,1009,"Female","Walton","White","Health","Health Sciences & Admin","Martin Hall","L","Health Sciences Pending",24,0,"Below2.7","above2.3",20.9,2.6125
"1010",1010,1010,"Female","St. Johns","White","Arts, Social Sciences and Humanities","Anthropology","Pace Hall","L","Archaeology",9,0,"Below2.7","under2.0",29.7,1.98
"1011",1011,1011,"Female","Okaloosa","White","Science and Engineering","Earth & Environmental Sciences","Pace Hall","U","Natural Science",95,0,"Above2.7","above2.3",47.1,3.925
"1012",1012,1012,"Male","Santa Rosa","White","Business","Marketing & Economics","Commuter","L","Global Marketing",6,0,"Above2.7","above2.3",41.1,3.425
"1013",1013,1013,"Female","Santa Rosa","White","Health","Nursing","Commuter","L","Pre-BSN",0,0,"Above2.7","above2.3",53.6,3.57333333333333
"1014",1014,1014,"Female","Santa Rosa","White","Science and Engineering","Biology","Commuter","L","Biology",31,0,"Above2.7","above2.3",42.1,2.80666666666667
"1015",1015,1015,"Female","Non-Florida","White","Business","Marketing & Economics","Martin Hall","L","Comprehensive Marketing",0,0,"Above2.7","above2.3",43.2,2.88
"1016",1016,1016,"Female","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",12,0,"Above2.7","above2.3",31.8,3.53333333333333
"1017",1017,1017,"Male","Escambia","White","Science and Engineering","Computer Science","Commuter","L","Cybersecurity",0,0,"Below2.7","under2.0",25.2,1.68
"1018",1018,1018,"Female","Okaloosa","White","Health","Nursing","Commuter","L","Pre-BSN",50,0,"Above2.7","above2.3",44.2,2.7625
"1019",1019,1019,"Female","Okaloosa","White","Science and Engineering","Electrical & Computer Engineer","Pace Hall","L","Mechanical Engineering",31,0,"Above2.7","above2.3",52,4
"1020",1020,1020,"Female","Non-USA","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Martin Hall","L","Elementary Education--PENDING",0,0,"Above2.7","above2.3",42.1,3.23846153846154
"1021",1021,1021,"Female","Escambia","African American","Education and Professional Studies","Criminal Justice","Commuter","L","Criminal Justice",6,0,"Below2.7","above2.3",27.9,2.325
"1022",1022,1022,"Male","Dade","Not Reported","Science and Engineering","Mechanical Engineering","Martin Hall","L","Mechanical Engineering",0,0,"Below2.7","under2.3",29.2,2.24615384615385
"1023",1023,1023,"Female","Escambia","White","Arts, Social Sciences and Humanities","Communication","Commuter","L","Journalism",56,0,"Above2.7","above2.3",48,4
"1024",1024,1024,"Male","Non-Florida","White","No College Designated","Undeclared","Heritage Hall","L","Undecided",0,0,"Above2.7","above2.3",37.2,3.1
"1025",1025,1025,"Male","Okaloosa","Hispanic","Science and Engineering","Computer Science","Martin Hall","L","Cybersecurity",9,0,"Below2.7","Under1.0",0,0
"1026",1026,1026,"Female","Okaloosa","White","No College Designated","Undeclared","Commuter","L","Undecided",9,0,"Above2.7","above2.3",38.1,2.93076923076923
"1027",1027,1027,"Male","Leon","Two or More","Science and Engineering","Electrical & Computer Engineer","Heritage Hall","L","Electrical Engineering",3,0,"Above2.7","above2.3",44.8,3.2
"1028",1028,1028,"Female","Santa Rosa","Two or More","Business","Mktg, Sply Chain Logis & Econ","Martin Hall","L","Comprehensive Marketing",6,0,"Above2.7","above2.3",37.2,3.1
"1029",1029,1029,"Female","Escambia","White","Arts, Social Sciences and Humanities","Communication","Commuter","L","Telecommunications and Film",12,0,"Above2.7","above2.3",41.9,3.22307692307692
"1030",1030,1030,"Female","St. Lucie","White","Health","Psychology","Argo Hall","L","Psychology",15,0,"Above2.7","above2.3",39,3.25
"1031",1031,1031,"Female","Volusia","White","Science and Engineering","Biology","Presidents Hall","L","Biology",0,0,"Above2.7","above2.3",41.1,2.74
"1032",1032,1032,"Male","Santa Rosa","White","Business","Management & MIS","Commuter","L","General Business",27,0,"Above2.7","above2.3",43.2,3.6
"1033",1033,1033,"Female","Okaloosa","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",0,0,"Above2.7","above2.3",41.2,3.74545454545455
"1034",1034,1034,"Female","Okaloosa","White","Health","Movement Sciences and Health","Presidents Hall","L","Exercise Science",10,0,"Above2.7","above2.3",53.1,3.31875
"1035",1035,1035,"Female","Escambia","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",9,0,"Above2.7","above2.3",49.2,3.51428571428571
"1036",1036,1036,"Male","Okaloosa","White","No College Designated","Undeclared","Argo Hall","L","Undecided",0,0,"Below2.7","above2.3",34.5,2.65384615384615
"1037",1037,1037,"Female","Santa Rosa","White","Health","Nursing","Commuter","L","Pre-BSN",0,0,"Below2.7","Under1.0",0,0
"1038",1038,1038,"Male","Escambia","Hispanic","Health","Nursing","Commuter","L","Pre-BSN",56,0,"Above2.7","above2.3",52.9,3.77857142857143
"1039",1039,1039,"Male","Escambia","Hispanic","Health","Movement Sciences and Health","Argo Hall","L","Fitness and Sport Coaching",0,0,"Below2.7","under2.3",26.9,2.06923076923077
